mcg,gvh,almScore,mitScore,PresenceOfHDEL,pox,vacScore,nucScore,Protien Localization
0.4,0.49,5.3,2.3,No,0,4.4,2.6,Nuclear
0.45,0.65,5.1,1.7,No,0,4.9,2.2,Nuclear
0.42,0.42,5.5,3.1,No,0,4.3,2.2,Nuclear
0.45,0.41,5.3,4.9,No,0,4.9,3.1,Nuclear
0.42,0.28,4.9,2.2,No,0,5.5,3.4,Nuclear
0.47,0.5,4.7,2.2,No,0,5.3,4.5,Nuclear
0.33,0.42,5.5,2.3,No,0,5.2,4.3,Nuclear
0.56,0.55,5.7,1.5,No,0,5.4,2.5,Cytoskeletal
0.37,0.47,4.9,1.2,No,0,4.7,3.1,Nuclear
0.32,0.6,4.8,1.3,No,0,5.3,2.2,Nuclear
0.38,0.42,3.1,3.5,No,0,5.2,2.2,ME3
0.46,0.56,5.6,2.5,No,0,4.3,2.2,Nuclear
0.47,0.55,5.7,1.7,No,0,5.2,6.6,Nuclear
0.37,0.55,5.2,1.3,No,0,4.2,8,Cytoskeletal
0.46,0.48,3.8,2.2,No,0,3.9,4.5,ME3
0.52,0.65,3.6,3.7,No,0,5.2,3.4,ME3
0.19,0.16,6.8,3.6,No,0,4.9,2.1,Nuclear
0.64,0.31,5.3,1.5,No,0,5.3,3.1,Cytoskeletal
0.4,0.43,3.6,3.3,No,0,5.1,2.2,ME3
0.47,0.56,5.1,2,No,0,5.2,5.9,Nuclear
0.4,0.75,4.4,1.2,No,0,4.9,2.2,Nuclear
0.48,0.55,5.8,1.8,No,0,3.8,6.9,Nuclear
0.57,0.51,3.4,1.3,No,0,5.3,2.7,Mitochondrial
0.23,0.37,3.2,1.3,No,0,5.3,2.2,Mitochondrial
0.54,0.5,5.1,2.6,No,0,5.2,2.2,Cytoskeletal
0.6,0.64,5.6,3.6,No,0,4.6,2.7,Cytoskeletal
0.27,0.41,2.4,2,No,0,4.9,2.2,ME3
0.25,0.35,2.2,1.8,No,0,4.6,2.2,ME3
0.39,0.45,5.1,2.9,No,0,5.4,2.2,Cytoskeletal
0.33,0.47,5.5,2.4,No,0,4.5,6.7,Nuclear
0.37,0.4,3.8,1.8,No,0,5.1,2.2,ME3
0.43,0.47,4.7,1.8,No,0,4.7,2.2,Cytoskeletal
0.66,0.43,5.7,6,No,0,1.9,3.3,Nuclear
0.55,0.4,6.2,2.2,No,0,3.7,2.8,Nuclear
0.33,0.46,6,1.8,No,0,5.1,2.6,Nuclear
0.51,0.5,5.4,1.1,No,0,6,2.2,Nuclear
0.54,0.6,5.7,1.7,No,0,4.4,2.2,Nuclear
0.45,0.57,3.8,2.8,No,0,5.3,3.1,ME3
0.55,0.57,5.1,0.7,No,0,5.5,2.2,Cytoskeletal
0.54,0.47,5.8,4,No,0,4.6,2.7,Mitochondrial
0.36,0.32,5.5,2.7,No,0,4.7,4.3,Nuclear
0.46,0.41,4.5,2.3,No,0,4.8,2.2,Nuclear
0.4,0.39,6,2.3,No,0,5.2,3.1,Nuclear
0.52,0.47,5.8,1.8,No,0,3.4,1.1,Cytoskeletal
0.52,0.47,5.8,1.8,No,0,3.4,1.1,Cytoskeletal
0.5,0.45,5.1,1.9,No,0,5.3,2.5,Cytoskeletal
0.57,0.55,5.1,1.8,No,0,5.1,4.3,Nuclear
0.44,0.43,4.6,2.8,No,0,4.5,2.9,Nuclear
0.46,0.5,5,2.8,No,0,5,3.7,Nuclear
0.38,0.58,4.6,2.1,No,0,5.2,2.2,Nuclear
0.27,0.46,5.2,1.7,No,0,4.9,4.4,Nuclear
0.52,0.45,4.5,1.3,No,0,4.8,2.2,Nuclear
0.37,0.29,4.5,1.5,No,0,4.9,2.2,Nuclear
0.37,0.48,6.7,3.7,No,0,5.6,6.2,Nuclear
0.44,0.59,5.4,1.8,No,0,4.9,2.2,Nuclear
0.48,0.65,3.6,2.4,No,0,5.4,3.1,Nuclear
0.59,0.49,4.5,2.2,No,0,4.5,3.1,Nuclear
0.73,0.52,5.9,2.5,No,0,5.1,2.2,Nuclear
0.5,0.43,5,1.7,No,0,4.6,4.7,Nuclear
0.23,0.13,5.1,1.6,No,0,5.3,5.1,Nuclear
0.49,0.6,5.4,3.5,No,0,5.3,4.6,Nuclear
0.52,0.31,5.6,1.6,No,0,5.5,2.2,Nuclear
0.49,0.48,5.1,2.1,No,0,5.3,2.2,Nuclear
0.49,0.6,4.2,1.8,No,0,5.8,2.8,Nuclear
0.6,0.62,5.4,1.1,No,0,5.1,2.2,Nuclear
0.55,0.47,5.3,2,No,0,4,2.2,Nuclear
0.47,0.32,5.1,2.4,No,0,5.4,2.7,Nuclear
0.53,0.25,5.9,2.7,No,0,4.5,2.6,Nuclear
0.31,0.5,5.4,3.2,No,0,5.3,3.1,Nuclear
0.25,0.33,4.8,1.8,No,0,4.2,3.3,Nuclear
0.55,0.46,4.7,1.5,No,0,4.7,2.2,ME3
0.61,0.5,6.1,2.1,No,0,5.5,5.4,Cytoskeletal
0.5,0.52,5.1,2.2,No,0,4.6,3.7,Cytoskeletal
0.62,0.33,4.9,2.4,No,0,5.1,4.2,Cytoskeletal
0.56,0.52,4.6,1.7,No,0,4.9,7.3,Cytoskeletal
0.52,0.56,5.5,1.6,No,0,5.3,3.9,Cytoskeletal
0.53,0.48,5.1,1.8,No,0,5.2,2.7,Cytoskeletal
0.51,0.48,5.1,1.9,No,0,5.1,2.7,Cytoskeletal
0.51,0.48,5.1,2.6,No,0,5.1,2.7,Cytoskeletal
0.53,0.48,5.1,1.8,No,0,5.1,2.7,Cytoskeletal
0.6,0.46,5.1,1,No,0,4.8,3.1,Cytoskeletal
0.6,0.46,5.1,1,No,0,4.8,3.1,Cytoskeletal
0.44,0.39,6.3,1.1,No,0,4.9,2.6,Nuclear
0.51,0.5,4.9,4.5,No,0,4.8,2.2,Mitochondrial
0.45,0.45,5.1,3,No,0,4.8,4.4,Cytoskeletal
0.38,0.42,4.7,1.2,No,0,4.7,5.3,Nuclear
0.19,0.66,6,1.4,No,0,2,2.5,Nuclear
0.41,0.42,2.3,1.6,No,0,4,2.2,ME3
0.25,0.42,2.1,1.4,No,0,4.1,2.2,ME3
0.49,0.31,4.3,2.4,No,0,5.4,2.2,ME3
0.46,0.41,4.3,1.8,No,0,5.4,2.2,ME3
0.38,0.51,5.6,2.1,No,0,4.8,3.1,Nuclear
0.32,0.36,2.8,3.8,No,0,5,4,ME3
0.4,0.65,3.8,1.7,No,0,5.7,2.2,ME3
0.36,0.37,6.3,2.5,No,0,3,2.2,Cytoskeletal
0.49,0.55,4.1,1.9,No,0,4.8,3.1,ME3
0.3,0.45,5.5,1.9,No,0,5.3,4,Cytoskeletal
0.44,0.4,5.3,1.9,No,0,4.8,2.7,Cytoskeletal
0.45,0.57,5.2,2.1,No,0,5.4,3.8,Nuclear
0.46,0.61,3.8,3.5,No,0,4.9,2.2,ME3
0.55,0.41,6.7,6.1,No,0,4.9,1.4,Mitochondrial
0.28,0.18,7.2,2.6,No,0,4.9,2.5,Mitochondrial
0.66,0.65,5.3,1.7,No,0,4.7,6.6,Nuclear
0.36,0.5,3.9,2.3,No,0,5,2.2,ME3
0.48,0.54,5.6,2.9,No,0,5.1,4.3,Nuclear
0.33,0.37,4.9,2.2,No,0,5.5,2.2,Cytoskeletal
0.58,0.64,4.2,3,No,0,5.4,2.2,Nuclear
0.58,0.37,5.8,1.6,No,0,5.1,2.2,Nuclear
0.39,0.39,6.5,1.6,No,0,4.5,2.2,Cytoskeletal
0.51,0.59,5.5,2.1,No,0,5.2,2.2,Cytoskeletal
0.41,0.35,6,2.2,No,0,5.6,7.9,Cytoskeletal
0.43,0.28,4.1,3.2,No,0,5.2,2.2,ME3
0.41,0.49,5.5,1.3,No,0,5.5,2.2,Cytoskeletal
0.23,0.29,4.6,0,No,0,4.3,3.1,Cytoskeletal
0.25,0.48,4.5,3.2,No,0,4,2.2,Cytoskeletal
0.38,0.34,5.5,4.4,No,0,4.8,2.6,Cytoskeletal
0.61,0.54,5.4,3.8,No,0,5.4,2.9,Mitochondrial
0.48,0.17,3.7,3.3,No,0,4.4,3.6,Nuclear
0.47,0.47,5,1.9,No,0,5.1,2.6,Nuclear
0.55,0.38,5.2,1.6,No,0,4.9,6.4,Nuclear
0.41,0.39,6.1,1.7,No,0,5,6.1,Nuclear
0.41,0.56,5.3,1.6,No,0,5.5,2.6,Nuclear
0.31,0.51,3.8,1.8,No,0,4.6,3.1,ME3
0.63,0.64,4.9,2,No,0,5.2,2.5,Cytoskeletal
0.31,0.4,3.1,1.7,No,0,5.2,2.2,ME3
0.44,0.65,4.9,1.6,No,0,4.8,3.1,Nuclear
0.48,0.44,4.6,3.7,No,0,4.6,3.6,Cytoskeletal
0.5,0.49,4.6,2.2,No,0,5.3,2.5,Cytoskeletal
0.62,0.42,4.7,1.6,No,0,5.2,2.2,Cytoskeletal
0.5,0.45,5.2,1.8,No,0,5.2,2.2,Cytoskeletal
0.59,0.51,4.7,2.1,No,0,4.7,2.2,Cytoskeletal
0.39,0.47,4.9,2,No,0,5.3,2.6,Cytoskeletal
0.49,0.48,5.2,2.4,No,0,5,2.2,Cytoskeletal
0.59,0.48,4.9,4.2,No,0,5.2,2.2,Cytoskeletal
0.57,0.35,5,4.3,No,0,5.3,2.2,Cytoskeletal
0.61,0.52,5,4.4,No,0,5.3,2.2,Cytoskeletal
0.49,0.51,5.2,1.3,No,0,5.1,3.3,Nuclear
0.45,0.4,5.6,1.5,No,0,5.2,2.2,Nuclear
0.63,0.43,4.8,1.1,No,0,5.1,2.2,Cytoskeletal
0.63,0.43,4.8,1.1,No,0,5.1,2.2,Cytoskeletal
0.52,0.45,5.3,3.4,No,0,5.2,4.4,Cytoskeletal
0.54,0.48,5.5,3.3,No,0,5.5,4,Cytoskeletal
0.55,0.79,4.5,2.5,No,0,5.1,2.2,Nuclear
0.58,0.51,6.3,2,No,0,5,4.2,Nuclear
0.63,0.58,5.7,1,No,0,5.2,3.3,Nuclear
0.54,0.67,5.6,1.5,No,0,5.7,3.3,Nuclear
0.41,0.59,6.5,1.4,No,0,4.9,3.3,Nuclear
0.47,0.38,5,1.5,No,0,4.9,4.7,Nuclear
0.33,0.17,5.2,1.3,No,0,5.1,7.5,Nuclear
0.42,0.5,5.9,1.7,No,0,5.1,2.2,Cytoskeletal
0.54,0.55,5.5,4,No,0,5.3,2.2,Cytoskeletal
0.31,0.31,5.7,1.5,No,0,5,2.2,Cytoskeletal
0.38,0.42,5,1.9,No,0,4.4,2.2,Cytoskeletal
0.33,0.36,6.2,2.6,No,0,5.5,2.2,Cytoskeletal
0.38,0.42,5,1.9,No,0,4.4,2.2,Cytoskeletal
0.47,0.56,5.8,1.9,No,0,4.4,6.4,Cytoskeletal
0.32,0.32,5.2,1.8,No,0,4.8,3.4,Cytoskeletal
0.28,0.27,5,1.4,No,0,5,2.8,Cytoskeletal
0.41,0.46,5.7,2.5,No,0,5.7,3.8,Cytoskeletal
0.44,0.54,5.1,1.6,No,0,5.8,2.2,Cytoskeletal
0.44,0.55,5.1,1.6,No,0,6,2.2,Cytoskeletal
0.4,0.56,5.3,1.5,No,0,4.9,2.2,Cytoskeletal
0.58,0.55,5.1,1.3,No,0,5.2,2.2,Cytoskeletal
0.55,0.69,5.1,1.2,No,0,5.1,2.2,Cytoskeletal
0.47,0.46,5.3,1.2,No,0,5.1,2.5,Nuclear
0.57,0.29,6.3,2.2,No,0,4.9,2.7,Nuclear
0.52,0.49,5.9,2.1,No,0,4.7,2.2,Nuclear
0.41,0.42,5.3,1.7,No,0,4.8,5.8,Nuclear
0.45,0.36,5,1.9,No,0,5.3,7,Nuclear
0.53,0.51,5.4,2.1,No,0,4.5,2.2,Nuclear
0.44,0.49,4.9,2.7,No,0,5.2,2.2,Cytoskeletal
0.25,0.26,5.3,1.7,No,0,4.5,2.2,Cytoskeletal
0.49,0.46,5.4,1.8,No,0,3.5,2.2,Cytoskeletal
0.42,0.37,5.4,1.7,No,0,5.1,2.2,Cytoskeletal
0.42,0.45,7.5,2.1,No,0,4.8,2.2,Cytoskeletal
0.39,0.45,7.5,1.7,No,0,5.1,2.2,Cytoskeletal
0.63,0.54,5.3,2.7,No,0,4.9,2.2,Cytoskeletal
0.54,0.43,4.8,2.7,No,0,4.4,4.1,Cytoskeletal
0.4,0.44,5,1.3,No,0,5.2,3.9,Cytoskeletal
0.55,0.39,3.9,4.7,No,0,5,8.3,ME3
0.59,0.48,4.1,5.3,No,0,4.8,5.6,ME3
0.49,0.38,4.9,1.5,No,0,5.3,2.5,Nuclear
0.53,0.45,5.2,2.9,No,0,5.5,3.8,Mitochondrial
0.62,0.6,5.4,2.2,No,0,5.4,2.7,Cytoskeletal
0.33,0.46,5.3,1.2,No,0,5,2.7,Cytoskeletal
0.57,0.36,5.1,2.5,No,0,5.4,2.5,Cytoskeletal
0.45,0.76,5.1,2.5,No,0,5.9,2.2,Cytoskeletal
0.48,0.44,5.1,2.4,No,0,4.9,2.2,Cytoskeletal
0.59,0.64,4.4,2.6,No,0,5,2.2,Cytoskeletal
0.79,0.56,5.3,1.9,No,0,4.7,3.5,Cytoskeletal
0.5,0.5,4.8,3.4,No,0,5.2,2.7,Nuclear
0.52,0.5,6,2,No,0,5.2,2.2,Cytoskeletal
0.59,0.46,5.7,1.7,No,0,5.2,2.2,Cytoskeletal
0.53,0.42,5.3,1.9,No,0,4.7,2.2,Cytoskeletal
0.59,0.46,5.5,1.7,No,0,5.2,2.5,Cytoskeletal
0.61,0.73,5,5.8,No,0,5,2.2,Mitochondrial
0.5,0.43,5.6,1.7,No,0,3.5,2.2,Nuclear
0.36,0.52,6.1,3.3,No,0,5.2,3.7,Nuclear
0.66,0.54,5.3,1.7,No,0,5.4,2.2,Cytoskeletal
0.52,0.51,4.8,1.2,No,0,5.4,3.1,Cytoskeletal
0.56,0.46,5.1,2.5,No,0,5.4,2.2,Cytoskeletal
0.47,0.46,4.9,2.7,No,0,5.9,2.2,Cytoskeletal
0.5,0.46,4.9,2.7,No,0,6,2.2,Cytoskeletal
0.43,0.48,3.6,2.6,No,0,5.2,2.2,ME3
0.5,0.44,5.7,2.8,No,0,5.7,2.2,Cytoskeletal
0.46,0.47,6.2,3,No,0,3.8,2.2,Cytoskeletal
0.59,0.7,4.6,1.9,No,0,5.4,4.4,Cytoskeletal
0.19,0.41,5.5,1.3,No,0,5.2,2.5,Cytoskeletal
0.27,0.43,5,1.3,No,0,5.4,3.1,Cytoskeletal
0.42,0.46,4.4,1.7,No,0,5.1,4.2,Cytoskeletal
0.49,0.36,4.7,2.8,No,0,5.6,5.4,Nuclear
0.42,0.51,3.3,1.6,No,0,5.4,2.2,ME3
0.34,0.42,4.8,1.9,No,0,4.6,3.1,Nuclear
0.6,0.57,6.3,2.2,No,0,5,4.9,Nuclear
0.53,0.44,5.4,5.2,No,0,4.9,3.8,Nuclear
0.48,0.39,5.6,2.3,No,0,6,2.2,Cytoskeletal
0.56,0.49,4.7,1.3,No,0,5.2,2.2,Nuclear
0.47,0.59,5.6,0.9,No,0,5,2.2,Cytoskeletal
0.4,0.28,5.8,4.4,No,0,4.1,2.2,Cytoskeletal
0.54,0.35,5.5,1.9,No,0,3,2.2,Cytoskeletal
0.5,0.47,4.5,1.4,No,0,5.3,3.2,ME3
0.55,0.49,6,1.8,No,0,5.1,2.2,Nuclear
0.66,0.37,6,2.5,No,0,6.9,2.2,Mitochondrial
0.51,0.49,4.8,5.5,No,0,5.2,5.8,Cytoskeletal
0.5,0.55,5.2,1.6,No,0,5.1,3.1,Cytoskeletal
0.65,0.63,4.7,2.2,No,0,5.2,2.7,Cytoskeletal
0.41,0.48,5.1,2,No,0,5.1,2.2,Cytoskeletal
0.25,0.4,5.4,1.6,No,0,4.3,2.2,Cytoskeletal
0.63,0.56,5.2,2.1,No,0,5,2.2,Cytoskeletal
0.56,0.68,4.2,3.6,No,0,4.9,2.2,Cytoskeletal
0.46,0.52,5.1,1.3,No,0,4.7,2.2,Cytoskeletal
0.5,0.4,5.7,1.7,No,0,5.9,2.2,Cytoskeletal
0.64,0.56,5.2,1.7,No,0,5.4,4.7,Nuclear
0.51,0.39,5.6,5.5,No,0,4.6,6.4,Mitochondrial
0.4,0.45,4.5,1.5,No,0,5.3,4.8,Nuclear
0.49,0.53,3.6,1.5,No,0,5.2,2.7,ME3
0.39,0.63,4.1,2.7,No,0,4.9,2.2,ME3
0.45,0.51,4.3,2.2,No,0,5.7,2.2,Nuclear
0.49,0.49,4,2,No,0,4.8,2.6,ME3
0.57,0.53,6,2.8,No,0,5.2,4.5,Nuclear
0.53,0.52,4.9,2.7,No,0,5.1,2.2,Cytoskeletal
0.5,0.47,5.6,3.1,No,0,5.6,2.6,Cytoskeletal
0.33,0.49,4.6,2.2,No,0,5.3,3.3,ME3
0.47,0.41,4.6,1.8,No,0,5.3,2.2,ME3
0.45,0.39,4.6,2.9,No,0,4.2,2.2,Mitochondrial
0.59,0.56,5,4.8,No,0,4.6,2.2,Mitochondrial
0.32,0.3,5.7,3.8,No,0,5,2.5,Nuclear
0.26,0.3,3.7,1.5,No,0,5.3,2.5,ME3
0.28,0.41,4.6,1.8,No,0,4.7,3.9,Nuclear
0.45,0.5,4.3,1.6,No,0,5.2,2.8,ME3
0.24,0.25,5.7,2.8,No,0,5.1,1.1,Cytoskeletal
0.46,0.61,5.5,2.9,No,0,4.9,2.2,Mitochondrial
0.54,0.44,3.8,2.2,No,0,5.4,3,ME3
0.22,0.53,3.6,2.2,No,0,5.4,3.1,ME3
0.25,0.41,4.7,1.4,No,0,5.6,6.8,Nuclear
0.43,0.41,3.7,1.8,No,0,5.4,3.1,ME3
0.4,0.44,4.7,2.5,No,0,5.4,5.6,Nuclear
0.46,0.59,3.8,1.2,No,0,5,2.2,ME3
0.29,0.39,4.6,3.6,No,0,5.1,2.2,Nuclear
0.43,0.6,4,1.2,No,0,4.9,2.9,ME3
0.56,0.71,4.7,2.1,No,0,5.2,2.2,Mitochondrial
0.65,0.62,2.6,3.3,No,0,5.5,2.2,ME3
0.47,0.61,3.2,2.7,No,0,5,3,ME3
0.59,0.48,4.9,4.9,No,0,3.6,3.2,Cytoskeletal
0.58,0.63,5.2,7,No,0,4.6,2.2,Mitochondrial
0.3,0.68,4.1,1.7,No,0,5.1,2.2,ME3
0.55,0.35,3.6,2.9,No,0,5.1,2.2,ME3
0.35,0.32,3.1,1.6,No,0,5.6,2.2,ME3
0.67,0.61,3.9,2.4,No,0,5.1,2.2,ME3
0.47,0.41,5.3,2.7,No,0,4.7,2.5,Mitochondrial
0.39,0.56,3.4,1.8,No,0,4.9,2.2,ME3
0.51,0.38,4.2,2.1,No,0,4.6,3.4,ME3
0.32,0.45,3.9,1.4,No,0,4.5,2.2,ME3
0.54,0.54,5.6,1.8,No,0,4.6,2.9,Nuclear
0.28,0.48,3.6,1.6,No,0,5.3,2.2,ME3
0.58,0.44,4.5,3.2,No,0,5.2,3.7,Nuclear
0.52,0.65,3.6,2.6,No,0,4.4,2.2,ME3
0.64,0.44,5.6,1.5,No,0,5.6,2.2,Cytoskeletal
0.48,0.58,4.7,1.7,No,0,5.3,7.4,Cytoskeletal
0.42,0.71,4.5,1.5,No,0,4.8,2.2,ME3
0.38,0.37,3.6,1.4,No,0,5.4,2.2,ME3
0.4,0.4,4.4,3.7,No,0,5.3,2.5,Nuclear
0.38,0.56,3.8,1.6,No,0,5.3,2.2,ME3
0.63,0.65,4.2,1.8,No,0,5.4,2.7,ME3
0.47,0.4,6.3,1.9,No,0,5.2,3.2,Nuclear
0.61,0.76,3,1.6,No,0,4.5,4.1,ME3
0.33,0.38,4.7,1.4,No,0,5.1,4.7,Nuclear
0.38,0.67,3.3,1.7,No,0,5.1,2.2,ME3
0.39,0.33,3.3,2.3,No,0,4.7,2.2,ME3
0.5,0.63,4.5,1.3,No,0,4.5,3.2,ME3
0.2,0.6,5,2.9,No,0,5.1,2.2,ME3
0.29,0.26,4.3,1.7,No,0,5.5,3,ME3
0.51,0.46,4.1,3.6,No,0,4.9,2.2,ME3
0.49,0.56,3.7,2,No,0,5.3,2.2,ME3
0.38,0.44,5.7,1.4,No,0,5.3,5.2,Nuclear
0.49,0.55,3.5,2.3,No,0,5.7,2.2,ME3
0.6,0.68,3,2.7,No,0,5.5,2.2,ME3
0.4,0.43,4.9,1.7,No,0,5.1,3.6,Nuclear
0.51,0.59,4.6,1.3,No,0,4.8,2.2,Mitochondrial
0.52,0.46,3.4,2,No,0,5.1,2.5,ME3
0.47,0.5,6,6.3,No,0,3.8,1.6,Cytoskeletal
0.34,0.24,5.1,1.5,No,0,5.4,4,Nuclear
0.35,0.29,4.6,1.4,No,0,5.4,6.6,Nuclear
0.58,0.67,4.9,1.6,No,0,4.7,2.8,Mitochondrial
0.36,0.48,6.1,2.6,No,0,5,1.6,Nuclear
0.41,0.25,5.9,4.4,No,0,6,6.9,Nuclear
0.3,0.37,4,4.5,No,0,4.8,4.1,ME3
0.57,0.59,4.9,8.6,No,0,4.7,2.2,Nuclear
0.38,0.4,3.9,1.9,No,0,4.6,6.2,Nuclear
0.47,0.38,5.8,1.9,No,0,5.7,2.2,Cytoskeletal
0.5,0.61,4.4,2,No,0,4.9,2.2,Mitochondrial
0.41,0.45,4.6,2.3,No,0,5,7,Cytoskeletal
0.46,0.62,4.6,5.4,No,0,5.1,2.7,Mitochondrial
0.52,0.53,5.8,6.9,No,0,5,2.2,Mitochondrial
0.41,0.47,5,1.4,No,0,5.3,3.7,Nuclear
0.25,0.4,5.2,1.5,No,0,5.6,2.8,Nuclear
0.58,0.56,3.8,3.9,No,0,5.4,5.7,Nuclear
0.32,0.29,2.9,0.8,No,0,5.2,2.2,ME3
0.38,0.48,5.7,3,No,0,4.1,1.1,Cytoskeletal
0.39,0.58,4.7,1.8,No,0,4.8,2.2,Mitochondrial
0.38,0.47,4.7,1.8,No,0,4.4,2.6,Mitochondrial
0.63,0.57,5,4.8,No,0,5.1,2.2,Mitochondrial
0.51,0.45,6.2,2.5,No,0,5.9,2.2,Mitochondrial
0.59,0.67,5.4,1.9,No,0,4.8,6,Nuclear
0.6,0.61,5.4,1.1,No,0,4.6,2.2,Cytoskeletal
0.48,0.61,5.7,1.7,No,0,4.5,2.2,Cytoskeletal
0.71,0.5,5,1.8,No,0,4.6,2.2,Cytoskeletal
0.61,0.48,5.4,2.5,No,0,5,2.2,Cytoskeletal
0.38,0.32,6.4,4.1,No,0,4.4,1.1,Cytoskeletal
0.38,0.4,6.6,3.5,No,0,4.3,1.1,Cytoskeletal
0.47,0.43,6.1,4,No,0,4.8,4.7,Nuclear
0.43,0.4,6,1.6,No,0,5.3,3.9,Nuclear
0.65,0.54,5.4,1.3,No,0,5.3,2.2,Cytoskeletal
